,created_at,expiry_date,user_id,course_name,course_id,percentage_completed,completed_at,expired,is_free_trial,completed,started_at,activated_at,updated_at,quest_id
80,2021-02-22T10:36:44.434Z,,40193185,Entwodiksyon Nan Syans Done,1047613,0,,FALSE,TRUE,FALSE,2021-02-22T10:36:45.027Z,,2021-02-22T10:36:54.377Z,90672096-ce95-11eb-9663-7c67a234f601
81,2021-02-22T18:30:31.677Z,2071-02-12T19:23:37.000Z,40218975,Entwodiksyon Nan Syans Done,1047613,0.285714286,,FALSE,FALSE,FALSE,2021-02-22T18:30:32.194Z,2021-02-24T19:23:14.000Z,2021-03-03T21:50:23.296Z,90672097-ce95-11eb-b73b-7c67a234f601
82,2021-02-23T02:02:23.225Z,2071-02-11T02:02:23.000Z,39880696,Entwodiksyon Nan Syans Done,1047613,0.744186047,,FALSE,FALSE,FALSE,2021-02-23T02:03:09.712Z,2021-02-23T02:02:23.000Z,2021-03-14T16:27:05.720Z,90617f13-ce95-11eb-bc4e-7c67a234f601
83,2021-02-23T11:38:18.566Z,,40266094,Entwodiksyon Nan Syans Done,1047613,0,,FALSE,TRUE,FALSE,2021-02-23T11:38:18.914Z,,2021-02-23T11:38:25.604Z,
84,2021-02-23T12:21:53.058Z,,40267683,Entwodiksyon Nan Syans Done,1047613,0.023809524,,FALSE,TRUE,FALSE,2021-02-23T12:21:53.865Z,,2021-03-03T21:50:23.803Z,906a79af-ce95-11eb-bd36-7c67a234f601
85,2021-02-23T15:42:23.175Z,,40278060,Entwodiksyon Nan Syans Done,1047613,0.953488372,,FALSE,FALSE,FALSE,2021-02-23T15:42:45.397Z,2021-02-23T15:42:23.158Z,2021-03-09T13:51:51.967Z,9064ff28-ce95-11eb-857f-7c67a234f601
86,2021-02-23T16:31:57.817Z,,40281483,Entwodiksyon Nan Syans Done,1047613,0.023255814,,FALSE,FALSE,FALSE,2021-02-23T16:31:58.407Z,2021-03-11T16:01:24.008Z,2021-03-11T17:09:40.749Z,9064ff29-ce95-11eb-a3d3-7c67a234f601
87,2021-02-23T17:22:16.055Z,,40284930,Entwodiksyon Nan Syans Done,1047613,0.209302326,,FALSE,FALSE,FALSE,2021-02-23T17:22:16.541Z,2021-03-12T14:23:11.230Z,2021-03-12T17:21:33.121Z,9060477c-ce95-11eb-ace3-7c67a234f601
88,2021-02-23T20:50:47.228Z,2071-02-11T20:51:04.000Z,40278636,Entwodiksyon Nan Syans Done,1047613,0.674418605,,FALSE,FALSE,FALSE,2021-02-23T20:52:08.489Z,2021-02-23T20:50:47.000Z,2021-03-13T12:56:02.636Z,9060c2e6-ce95-11eb-b8b8-7c67a234f601
89,2021-02-23T21:24:00.017Z,2071-02-13T23:58:27.000Z,40299599,Entwodiksyon Nan Syans Done,1047613,0.790697674,,FALSE,FALSE,FALSE,2021-02-23T21:24:00.498Z,2021-02-25T23:57:16.000Z,2021-03-11T12:57:03.428Z,9060e347-ce95-11eb-abbb-7c67a234f601
90,2021-02-24T01:16:40.350Z,2071-02-12T01:16:52.000Z,40308616,Entwodiksyon Nan Syans Done,1047613,0.906976744,,FALSE,FALSE,FALSE,2021-02-24T01:18:06.298Z,2021-02-24T01:16:40.000Z,2021-03-09T14:22:22.317Z,90665dbc-ce95-11eb-8162-7c67a234f601
91,2021-02-24T12:20:49.929Z,2071-02-23T12:43:28.000Z,40336912,Entwodiksyon Nan Syans Done,1047613,0.395348837,,FALSE,FALSE,FALSE,2021-02-24T12:20:50.238Z,2021-03-07T12:43:08.000Z,2021-03-14T16:04:48.040Z,90611cd3-ce95-11eb-bebc-7c67a234f601
92,2021-02-24T14:42:56.475Z,2071-02-12T14:43:16.000Z,40276263,Entwodiksyon Nan Syans Done,1047613,0.906976744,,FALSE,FALSE,FALSE,2021-02-24T14:45:34.087Z,2021-02-24T14:42:56.000Z,2021-03-14T18:05:33.481Z,9062692a-ce95-11eb-8ab8-7c67a234f601
93,2021-02-24T14:49:19.661Z,2071-02-12T14:49:24.000Z,40153476,Entwodiksyon Nan Syans Done,1047613,0.465116279,,FALSE,FALSE,FALSE,2021-03-04T05:42:13.443Z,2021-02-24T14:49:19.000Z,2021-03-10T07:08:02.658Z,90685b18-ce95-11eb-99e6-7c67a234f601
94,2021-02-24T16:53:16.967Z,2071-02-12T16:54:21.000Z,39944179,Entwodiksyon Nan Syans Done,1047613,0.488372093,,FALSE,FALSE,FALSE,2021-02-24T16:55:14.134Z,2021-02-24T16:53:16.000Z,2021-03-10T10:24:48.284Z,905ec1ed-ce95-11eb-829c-7c67a234f601
95,2021-02-24T17:43:57.651Z,,40355473,Entwodiksyon Nan Syans Done,1047613,0,,FALSE,TRUE,FALSE,2021-02-24T17:43:58.169Z,,2021-02-24T17:44:04.121Z,
96,2021-02-24T19:37:18.680Z,2071-02-12T19:37:42.000Z,40363382,Entwodiksyon Nan Syans Done,1047613,0.11627907,,FALSE,FALSE,FALSE,2021-02-24T19:39:12.632Z,2021-02-24T19:37:18.000Z,2021-03-14T16:09:47.691Z,90674789-ce95-11eb-ac21-7c67a234f601
97,2021-02-24T21:22:16.056Z,,40369133,Entwodiksyon Nan Syans Done,1047613,0.302325581,,FALSE,FALSE,FALSE,2021-02-25T15:53:10.360Z,2021-02-24T21:22:16.034Z,2021-03-13T17:05:59.264Z,9061312a-ce95-11eb-ba28-7c67a234f601
98,2021-02-25T00:13:28.546Z,,40377456,Entwodiksyon Nan Syans Done,1047613,0.023809524,,FALSE,TRUE,FALSE,2021-02-25T00:13:28.966Z,,2021-03-03T21:50:26.362Z,
99,2021-02-25T04:14:40.539Z,2071-02-18T21:28:31.000Z,40387704,Entwodiksyon Nan Syans Done,1047613,0.813953488,,FALSE,FALSE,FALSE,2021-02-25T04:14:41.404Z,2021-03-02T21:28:21.000Z,2021-03-13T04:29:00.921Z,90614c17-ce95-11eb-b604-7c67a234f601
100,2021-02-25T15:36:30.914Z,,40411976,Entwodiksyon Nan Syans Done,1047613,0.285714286,,FALSE,FALSE,FALSE,2021-02-25T15:36:48.500Z,2021-02-25T15:36:30.899Z,2021-03-03T21:50:26.549Z,90617f12-ce95-11eb-a3c8-7c67a234f601
101,2021-02-25T17:38:24.509Z,,40420448,Entwodiksyon Nan Syans Done,1047613,0.023809524,,FALSE,TRUE,FALSE,2021-02-25T17:38:24.845Z,,2021-03-03T21:50:26.653Z,90652a97-ce95-11eb-856d-7c67a234f601
102,2021-02-27T20:01:27.509Z,2071-02-15T20:01:37.000Z,40551114,Entwodiksyon Nan Syans Done,1047613,0.23255814,,FALSE,FALSE,FALSE,2021-02-27T20:02:15.481Z,2021-02-27T20:01:27.000Z,2021-03-05T07:02:24.713Z,
103,2021-02-28T11:11:01.228Z,2071-02-19T13:39:00.000Z,40577040,Entwodiksyon Nan Syans Done,1047613,0.604651163,,FALSE,FALSE,FALSE,2021-02-28T11:11:03.098Z,2021-03-03T13:38:56.000Z,2021-03-09T14:27:47.745Z,9068f405-ce95-11eb-b487-7c67a234f601
104,2021-02-28T22:23:16.835Z,2071-02-16T22:23:25.000Z,40487386,Entwodiksyon Nan Syans Done,1047613,0.418604651,,FALSE,FALSE,FALSE,2021-02-28T22:23:43.019Z,2021-02-28T22:23:16.000Z,2021-03-07T18:30:55.108Z,90687faf-ce95-11eb-ba86-7c67a234f601
